Date,Download,Upload
2017-01-21 22:48:02,9385124,9036891
2017-01-21 22:49:02,9192136,10267200
2017-01-21 22:50:01,0,0
2017-01-21 22:51:03,1183942,2562815
2017-01-21 22:52:02,1992170,2011016
2017-01-21 22:53:02,1554180,2228303
2017-01-21 22:54:01,4597671,7408419
2017-01-21 22:55:02,3771608,4502248
2017-01-21 22:56:02,7203238,6392491
2017-01-21 22:57:02,6717857,6446075
2017-01-21 22:58:02,4313718,3578645
2017-01-21 22:59:02,5389086,4475546
2017-01-21 23:00:02,5375972,1640002
2017-01-21 23:01:02,7090657,7617791
2017-01-21 23:02:02,5634958,6948587
2017-01-21 23:03:01,3766880,4307518
2017-01-21 23:04:02,6082102,4939331
2017-01-21 23:05:02,3501966,3435615
2017-01-21 23:06:01,101410,3352269
2017-01-21 23:07:01,2511365,5773299
2017-01-21 23:08:02,7588942,7520894
2017-01-21 23:09:02,7022395,4247743
2017-01-21 23:10:01,5843204,3104504
2017-01-21 23:11:02,2168573,4175823
2017-01-21 23:12:02,5396493,7761252
2017-01-21 23:13:01,4623915,4281842
2017-01-21 23:14:02,5157804,3517441
2017-01-21 23:15:01,1249307,2396820
2017-01-21 23:16:02,2480138,3458069
2017-01-21 23:17:01,6672073,4091915
2017-01-21 23:18:01,3307097,2190195
2017-01-21 23:19:02,7932361,7974755
2017-01-21 23:20:02,5553199,3132626
2017-01-21 23:21:02,2408128,6780827
2017-01-21 23:22:01,4949702,5084621
2017-01-21 23:23:01,2639064,7252989
2017-01-21 23:24:02,2033789,5173103
2017-01-21 23:25:02,1150999,7189916
2017-01-21 23:26:02,4220721,6687555
2017-01-21 23:27:01,6990931,5357499
2017-01-21 23:28:02,6662253,5666858
2017-01-21 23:29:02,4577895,4359760
2017-01-21 23:30:02,3503496,5243314
2017-01-21 23:31:02,5479976,4275046
2017-01-21 23:32:02,2246012,7165087
2017-01-21 23:33:01,3762111,8512410
2017-01-21 23:34:02,6589470,4034002
2017-01-21 23:35:02,7859981,6212398
2017-01-21 23:36:02,8365584,7166386
2017-01-21 23:37:02,6232928,4890460
2017-01-21 23:38:01,6474347,6379254
2017-01-21 23:39:02,5109772,7831488
2017-01-21 23:40:01,7510795,6526089
2017-01-21 23:41:01,7594208,6580275
2017-01-21 23:42:02,7309031,7228588
2017-01-21 23:43:01,7770522,7278778
2017-01-21 23:44:02,8906299,6074378
2017-01-21 23:45:02,7788310,6638616
2017-01-21 23:46:02,5775110,5806782
2017-01-21 23:47:02,3828357,5334051
2017-01-21 23:48:02,7525732,6185952
2017-01-21 23:49:02,8409901,10244975
2017-01-21 23:50:01,8251316,7366401
2017-01-21 23:51:02,8335312,2896604
2017-01-21 23:52:02,2282730,5100023
2017-01-21 23:53:01,4547939,8334494
2017-01-21 23:54:02,9330625,11455759
2017-01-21 23:55:02,6072801,3394382
2017-01-21 23:56:02,1042097,4784632
2017-01-21 23:57:02,479904,6619524
2017-01-21 23:58:02,7764908,7804793
2017-01-21 23:59:01,8552603,7908763
2017-01-22 00:00:02,3061037,4102595
2017-01-22 00:01:02,3320579,5583591
2017-01-22 00:02:02,3976731,6576618
2017-01-22 00:03:01,2236657,7905498
2017-01-22 00:04:12,0,0
2017-01-22 00:05:01,6612677,7881151
2017-01-22 00:06:02,7023067,10434662
2017-01-22 00:07:02,5337641,4653946
2017-01-22 00:08:02,7606010,6418023
2017-01-22 00:09:02,7714204,9072864
2017-01-22 00:10:02,8045763,8692623
2017-01-22 00:11:02,3545342,2571733
2017-01-22 00:12:02,7569548,6383088
2017-01-22 00:13:02,4004290,3678834
2017-01-22 00:14:02,0,0
2017-01-22 00:15:02,201024,3409397
2017-01-22 00:16:01,0,0
2017-01-22 00:17:02,1318127,7963472
2017-01-22 00:18:02,149490,3863125
2017-01-22 00:19:01,2378661,3926199
2017-01-22 00:20:02,4474607,8008904
2017-01-22 00:21:01,4086500,4167464
2017-01-22 00:22:02,223208,3542819
2017-01-22 00:23:02,0,0
2017-01-22 00:24:02,1136159,4801320
2017-01-22 00:25:03,1291943,3941443
2017-01-22 00:26:02,637154,3951241
2017-01-22 00:27:02,138121,1013686
2017-01-22 00:28:02,161088,2126406
2017-01-22 00:29:16,0,0
2017-01-22 00:30:02,359420,2411994
2017-01-22 00:31:02,29300,2330673
2017-01-22 00:32:01,213658,1280161
2017-01-22 00:33:01,89798,1365691
2017-01-22 00:34:01,204077,2502837
2017-01-22 00:35:01,1380460,1755325
2017-01-22 00:36:02,535884,4863170
2017-01-22 00:37:02,475489,2706132
2017-01-22 00:38:02,53481,3718593
2017-01-22 00:39:02,48808,2122300
2017-01-22 00:40:16,0,0
2017-01-22 00:41:02,187646,3709906
2017-01-22 00:42:02,130035,0
2017-01-22 00:43:01,0,0
2017-01-22 00:44:02,512835,4804567
2017-01-22 00:45:02,411997,5302084
2017-01-22 00:46:02,3269669,6667517
2017-01-22 00:47:02,3718627,7249703
2017-01-22 00:48:01,1069686,6505985
2017-01-22 00:49:01,7670042,12449610
2017-01-22 00:50:01,4294631,8156112
2017-01-22 00:51:01,7498688,7134431
2017-01-22 00:52:02,499866,3278452
2017-01-22 00:53:02,6343683,9485446
2017-01-22 00:54:02,808865,5339362
2017-01-22 00:55:02,1363092,5996670
2017-01-22 00:56:02,1648430,5164224
2017-01-22 00:57:02,3424485,9547433
2017-01-22 00:58:02,4784292,7226986
2017-01-22 00:59:01,6231252,9926437
2017-01-22 01:00:03,1325623,7815718
2017-01-22 01:01:02,7840727,7964453
2017-01-22 01:02:01,8953094,8027718
2017-01-22 01:03:02,6908781,3706553
2017-01-22 01:04:02,5590448,5456062
2017-01-22 01:05:02,2584290,7805089
2017-01-22 01:06:02,1315386,4725876
2017-01-22 01:07:02,5436850,10440963
2017-01-22 01:08:01,219817,7261670
2017-01-22 01:09:01,371930,5828036
2017-01-22 01:10:02,704173,6179431
2017-01-22 01:11:02,5075147,6762794
2017-01-22 01:12:02,1193593,10638328
2017-01-22 01:13:02,4056790,7777799
2017-01-22 01:14:02,0,0
2017-01-22 01:15:02,264366,3580559
2017-01-22 01:16:02,2873381,4638707
2017-01-22 01:17:02,2351604,4080661
2017-01-22 01:18:01,3267301,7410079
2017-01-22 01:19:03,172552,3468053
2017-01-22 01:20:02,4642606,7265974
2017-01-22 01:21:02,1474427,6077148
2017-01-22 01:22:01,2971349,5641755
2017-01-22 01:23:02,3759000,5919202
2017-01-22 01:24:02,2924823,4481551
2017-01-22 01:25:02,1839706,4132898
2017-01-22 01:26:02,2110720,4874014
2017-01-22 01:27:02,4670137,6761987
2017-01-22 01:28:02,2087923,4757174
2017-01-22 01:29:02,1283570,2591567
2017-01-22 01:30:02,573168,3009090
2017-01-22 01:31:06,2912493,3778795
2017-01-22 01:32:02,1991284,2927489
2017-01-22 01:33:02,1430225,4557722
2017-01-22 01:34:02,1873314,4566764
2017-01-22 01:35:02,1710921,4984609
2017-01-22 01:36:02,2707322,3121842
2017-01-22 01:37:01,1833578,2280096
2017-01-22 01:38:02,1650977,3760373
2017-01-22 01:39:02,521191,3956025
2017-01-22 01:40:02,1638518,3181077
2017-01-22 01:41:02,1932822,2669902
2017-01-22 01:42:02,357828,3501551
2017-01-22 01:43:02,2355437,6883723
2017-01-22 01:44:01,341289,2656241
2017-01-22 01:45:07,0,0
2017-01-22 01:46:02,1100548,4704908
2017-01-22 01:47:01,1030943,6747831
2017-01-22 01:48:02,347032,9061877
2017-01-22 01:49:02,1806213,6417092
2017-01-22 01:50:02,4798654,9831449
2017-01-22 01:51:02,1439837,5447333
2017-01-22 01:52:02,3542552,7220881
2017-01-22 01:53:01,2818241,10384745
2017-01-22 01:54:02,4447989,11087349
2017-01-22 01:55:13,0,0
2017-01-22 01:56:02,3355775,6954810
2017-01-22 01:57:02,3517960,8933871
2017-01-22 01:58:02,3966315,7505539
2017-01-22 01:59:01,4812555,6196180
2017-01-22 02:00:18,0,0
2017-01-22 02:01:02,6772818,11541550
2017-01-22 02:02:02,7633851,15850361
2017-01-22 02:03:02,5365354,16562712
2017-01-22 02:04:01,1550697,11991403
2017-01-22 02:05:02,3200368,9752354
2017-01-22 02:06:02,2203563,11450172
2017-01-22 02:07:01,1729661,13061001
2017-01-22 02:08:02,9218911,8795782
2017-01-22 02:09:02,1304092,7638278
2017-01-22 02:10:02,2955604,2283756
2017-01-22 02:11:02,1906129,5772757
2017-01-22 02:12:01,6255585,11859263
2017-01-22 02:13:02,196012,4947035
2017-01-22 02:14:02,205219,5619796
2017-01-22 02:15:01,613034,11998308
2017-01-22 02:16:02,438385,6325872
2017-01-22 02:17:02,817893,4024049
2017-01-22 02:18:03,1090087,3462014
2017-01-22 02:19:01,735990,3108794
2017-01-22 02:20:02,69901,6724878
2017-01-22 02:21:01,22997,3671917
2017-01-22 02:22:06,150609,9166335
2017-01-22 02:23:02,981452,6729708
2017-01-22 02:24:13,0,0
2017-01-22 02:25:01,2415752,10068513
2017-01-22 02:26:02,2012062,12247742
2017-01-22 02:27:02,680355,7220944
2017-01-22 02:28:02,138828,6178152
2017-01-22 02:29:01,751305,6655869
2017-01-22 02:30:01,1566271,4541845
2017-01-22 02:31:02,4468329,7437480
2017-01-22 02:32:01,1381787,12609061
2017-01-22 02:33:02,1213800,2411219
2017-01-22 02:34:01,3922895,5743630
2017-01-22 02:35:04,2291474,6957875
2017-01-22 02:36:02,889396,3592815
2017-01-22 02:37:02,1559765,7169924
2017-01-22 02:38:01,958770,4992889
2017-01-22 02:39:02,1778023,11298456
2017-01-22 02:40:02,2994539,11524647
2017-01-22 02:41:01,4076052,10990417
2017-01-22 02:42:02,4181900,9713944
2017-01-22 02:43:02,1541748,9557593
2017-01-22 02:44:01,2059071,9991407
2017-01-22 02:45:01,447825,5747208
2017-01-22 02:46:02,2646761,8467043
2017-01-22 02:47:01,3365497,14401530
2017-01-22 02:48:02,4257767,11783259
2017-01-22 02:49:02,8354865,18120475
2017-01-22 02:50:02,115683,10955137
2017-01-22 02:51:02,4949286,12165331
2017-01-22 02:52:02,5983545,14424240
2017-01-22 02:53:02,3226734,14099200
2017-01-22 02:54:01,317843,10091787
2017-01-22 02:55:02,0,0
2017-01-22 02:56:02,1933467,11434102
2017-01-22 02:57:02,155977,3595519
2017-01-22 02:58:01,8827617,13654114
2017-01-22 02:59:02,5011261,11045681
2017-01-22 03:00:02,2833010,11192354
2017-01-22 03:01:02,5175815,18534210
2017-01-22 03:02:02,4299117,12729525
2017-01-22 03:03:01,9659493,11663434
2017-01-22 03:04:01,7416082,11343615
2017-01-22 03:05:02,8390193,8484630
2017-01-22 03:06:02,8119026,15546848
2017-01-22 03:07:02,4224452,11909209
2017-01-22 03:08:02,3977411,12465573
2017-01-22 03:09:02,7207837,7862897
2017-01-22 03:10:01,4752241,9870538
2017-01-22 03:11:02,9048849,15359436
2017-01-22 03:12:01,5245425,16329328
2017-01-22 03:13:02,3617295,10863511
2017-01-22 03:14:02,223074,12493226
2017-01-22 03:15:02,148588,11726626
2017-01-22 03:16:01,2496331,11043533
2017-01-22 03:17:02,630730,7692366
2017-01-22 03:18:02,6991728,10965769
2017-01-22 03:19:02,1944576,7827500
2017-01-22 03:20:02,2087968,8330349
2017-01-22 03:21:02,2158746,10361856
2017-01-22 03:22:12,0,0
2017-01-22 03:23:12,0,0
2017-01-22 03:24:42,0,0
2017-01-22 03:25:42,0,0
2017-01-22 03:26:42,0,0
2017-01-22 03:27:42,0,0
2017-01-22 03:28:42,0,0
2017-01-22 03:29:42,0,0
2017-01-22 03:30:42,0,0
2017-01-22 03:31:27,0,0
2017-01-22 03:32:14,0,0
2017-01-22 03:33:02,2662574,10637132
2017-01-22 03:34:02,2432180,9261192
2017-01-22 03:35:01,6530566,9383972
2017-01-22 03:36:02,5794343,5386296
2017-01-22 03:37:02,2655445,6289771
2017-01-22 03:38:02,2818484,7845215
2017-01-22 03:39:02,2052887,4536433
2017-01-22 03:40:02,3263849,5763767
2017-01-22 03:41:02,7916828,9139401
2017-01-22 03:42:02,5850134,10780894
2017-01-22 03:43:01,8162288,5111336
2017-01-22 03:44:02,6991340,9237038
2017-01-22 03:45:01,4327468,11617889
2017-01-22 03:46:02,6966607,8629466
2017-01-22 03:47:02,6595614,10811555
2017-01-22 03:48:02,5489539,9521498
2017-01-22 03:49:01,8732860,13828812
2017-01-22 03:50:01,8020937,7965093
2017-01-22 03:51:02,6219473,9022874
2017-01-22 03:52:01,4721456,9438680
2017-01-22 03:53:02,6217006,6498120
2017-01-22 03:54:02,3255552,12175471
2017-01-22 03:55:02,4678792,11768085
2017-01-22 03:56:02,3619556,9129393
2017-01-22 03:57:02,4317465,9323223
2017-01-22 03:58:01,6768852,8950206
2017-01-22 03:59:02,6942412,7909624
2017-01-22 04:00:02,9387013,8909289
2017-01-22 04:01:02,9442329,14575533
2017-01-22 04:02:02,10218300,11480524
2017-01-22 04:03:01,2599572,11669045
2017-01-22 04:04:02,6177889,4837468
2017-01-22 04:05:02,8004482,12133228
2017-01-22 04:06:02,9323358,14399853
2017-01-22 04:07:01,8273613,13838207
2017-01-22 04:08:01,6826842,9995466
2017-01-22 04:09:02,10068272,7507992
2017-01-22 04:10:02,9543126,11944533
2017-01-22 04:11:02,9931721,9308470
2017-01-22 04:12:01,9054326,13513900
2017-01-22 04:13:02,10220478,18537410
2017-01-22 04:14:02,10482185,6122619
2017-01-22 04:15:02,9919623,11695088
2017-01-22 04:16:02,10076302,9462334
2017-01-22 04:17:02,10534114,6005518
2017-01-22 04:18:02,10323948,7198853
2017-01-22 04:19:02,10051851,8394999
2017-01-22 04:20:02,8576991,13707714
2017-01-22 04:21:02,9413194,22702032
2017-01-22 04:22:02,8984862,7624868
2017-01-22 04:23:02,9723718,10226443
2017-01-22 04:24:02,9895299,11759817
2017-01-22 04:25:02,9646185,6683031
2017-01-22 04:26:02,7637735,3775778
